country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,26-09-2020,-23,-9,-2,-25,-4,5
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,27-09-2020,-26,-13,7,-24,1,4
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,28-09-2020,-19,-9,-7,-23,-25,7
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,29-09-2020,-10,-1,36,-16,-21,5
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,30-09-2020,-10,-3,27,-14,-20,5
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,01-10-2020,-17,-2,1,-19,-19,6
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,02-10-2020,-17,-1,3,-16,-20,7
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,03-10-2020,-15,-3,7,-17,-3,4
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,04-10-2020,-17,-11,7,-19,2,3
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,05-10-2020,-12,-4,9,-18,-24,6
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,06-10-2020,-14,-2,16,-17,-20,6
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,07-10-2020,-12,-3,18,-16,-18,5
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,08-10-2020,-20,-4,-2,-20,-19,7
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,09-10-2020,-20,-2,20,-20,-20,7
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,10-10-2020,-19,-7,19,-20,-3,5
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,11-10-2020,-26,-11,16,-25,0,4
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,12-10-2020,-16,-3,17,-20,-21,7
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,13-10-2020,-19,-3,8,-22,-21,8
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,14-10-2020,-17,-5,13,-19,-19,7
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,15-10-2020,-22,-3,8,-21,-20,9
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,16-10-2020,-22,-1,13,-19,-20,9
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,17-10-2020,-20,-5,30,-18,-4,7
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,18-10-2020,-23,-12,24,-22,-1,5
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,19-10-2020,-33,-4,20,-24,-25,10
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,20-10-2020,-35,-3,3,-28,-26,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,21-10-2020,-35,-4,5,-26,-25,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,22-10-2020,-38,-1,7,-27,-26,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,23-10-2020,-41,2,12,-25,-26,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,24-10-2020,-42,-5,10,-29,-16,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,25-10-2020,-51,-10,-1,-34,-16,8
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,26-10-2020,-34,-5,5,-31,-29,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,27-10-2020,-35,-2,0,-32,-29,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,28-10-2020,-36,-5,-10,-36,-31,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,29-10-2020,-37,2,-20,-39,-34,15
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,30-10-2020,-35,9,-4,-35,-34,15
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,31-10-2020,-35,-2,31,-25,-18,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,01-11-2020,-52,-16,-7,-39,-22,9
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,02-11-2020,-57,-19,7,-58,-62,22
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,03-11-2020,-52,-9,41,-53,-53,19
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,04-11-2020,-53,-15,53,-49,-50,17
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,05-11-2020,-52,-7,53,-51,-52,20
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,06-11-2020,-56,-6,51,-50,-52,21
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,07-11-2020,-59,-15,76,-38,-25,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,08-11-2020,-56,-17,58,-37,-22,9
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,09-11-2020,-47,-11,43,-50,-49,17
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,10-11-2020,-47,4,18,-51,-50,18
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,11-11-2020,-67,-58,87,-59,-79,25
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,12-11-2020,-50,5,17,-50,-48,19
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,13-11-2020,-56,-3,2,-50,-47,21
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,14-11-2020,-57,-10,47,-38,-22,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,15-11-2020,-65,-20,-27,-50,-23,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,16-11-2020,-50,-11,-11,-41,-32,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,17-11-2020,-49,-7,3,-40,-32,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,18-11-2020,-47,-10,47,-35,-31,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,19-11-2020,-54,-9,-21,-42,-32,16
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,20-11-2020,-54,-3,1,-39,-31,17
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,21-11-2020,-58,-11,13,-41,-20,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,22-11-2020,-63,-18,-11,-45,-21,10
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,23-11-2020,-48,-11,8,-39,-31,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,24-11-2020,-47,-5,19,-38,-31,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,25-11-2020,-48,-9,15,-37,-30,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,26-11-2020,-51,-5,2,-39,-30,15
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,27-11-2020,-52,-1,-1,-38,-30,16
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,28-11-2020,-54,-9,45,-33,-18,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,29-11-2020,-59,-15,10,-39,-18,9
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,30-11-2020,-48,-11,-17,-41,-30,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,01-12-2020,-34,1,-9,-36,-29,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,02-12-2020,-33,-1,-1,-34,-27,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,03-12-2020,-39,1,-21,-37,-28,15
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,04-12-2020,-39,6,-10,-33,-27,15
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,05-12-2020,-42,-3,1,-32,-14,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,06-12-2020,-52,-11,2,-37,-15,8
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,07-12-2020,-33,-5,-13,-35,-29,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,08-12-2020,-33,0,7,-34,-27,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,09-12-2020,-36,-6,-7,-35,-26,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,10-12-2020,-39,-1,-1,-35,-28,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,11-12-2020,-44,-1,-26,-35,-28,16
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,12-12-2020,-44,-4,-14,-34,-14,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,13-12-2020,-47,-8,16,-33,-14,8
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,14-12-2020,-31,-3,-6,-35,-29,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,15-12-2020,-30,3,1,-35,-31,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,16-12-2020,-31,0,12,-34,-32,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,17-12-2020,-33,5,3,-36,-33,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,18-12-2020,-37,6,11,-33,-32,15
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,19-12-2020,-43,-3,-4,-32,-14,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,20-12-2020,-39,6,32,-27,-11,8
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,21-12-2020,-24,6,-22,-49,-53,18
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,22-12-2020,-19,23,15,-45,-53,17
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,23-12-2020,-24,27,-13,-46,-53,16
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,24-12-2020,-34,22,-29,-54,-64,20
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,25-12-2020,-81,-81,7,-71,-84,28
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,26-12-2020,-55,-17,-1,-42,-26,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,27-12-2020,-67,-28,-56,-56,-23,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,28-12-2020,-24,9,30,-49,-63,20
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,29-12-2020,-24,17,45,-48,-62,20
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,30-12-2020,-26,25,37,-45,-60,17
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,31-12-2020,-36,28,1,-54,-67,21
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,01-01-2021,-82,-83,9,-71,-83,28
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,02-01-2021,-53,-15,7,-40,-23,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,03-01-2021,-58,-17,-1,-43,-14,10
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,04-01-2021,-36,0,-26,-40,-30,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,05-01-2021,-37,0,-11,-39,-30,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,06-01-2021,-36,-3,-14,-39,-28,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,07-01-2021,-44,-7,-26,-41,-29,15
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,08-01-2021,-46,-4,-22,-39,-27,16
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,09-01-2021,-43,-5,6,-34,-11,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,10-01-2021,-51,-14,25,-35,-11,8
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,11-01-2021,-36,-7,-16,-38,-28,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,12-01-2021,-40,-6,-13,-39,-29,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,13-01-2021,-41,-8,-10,-38,-28,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,14-01-2021,-50,-12,-27,-42,-31,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,15-01-2021,-49,-6,-16,-39,-29,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,16-01-2021,-51,-13,-6,-40,-16,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,17-01-2021,-58,-19,2,-43,-15,8
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,18-01-2021,-40,-10,-10,-39,-30,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,19-01-2021,-45,-11,-22,-41,-31,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,20-01-2021,-41,-8,-3,-37,-29,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,21-01-2021,-47,-10,-17,-40,-30,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,22-01-2021,-47,-3,0,-36,-28,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,23-01-2021,-46,-7,-5,-35,-12,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,24-01-2021,-56,-17,14,-39,-14,8
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,25-01-2021,-39,-8,-1,-38,-31,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,26-01-2021,-39,-5,9,-37,-30,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,27-01-2021,-43,-9,-14,-38,-29,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,28-01-2021,-46,-5,-25,-40,-31,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,29-01-2021,-45,0,-13,-37,-30,15
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,30-01-2021,-47,-7,-35,-39,-14,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,31-01-2021,-52,-15,16,-34,-12,8
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,01-02-2021,-39,-6,-11,-37,-30,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,02-02-2021,-40,-2,-9,-37,-30,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,03-02-2021,-42,-9,-21,-39,-29,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,04-02-2021,-42,-2,10,-35,-29,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,05-02-2021,-43,3,6,-34,-27,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,06-02-2021,-43,-1,-12,-35,-11,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,07-02-2021,-60,-20,-4,-43,-17,9
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,08-02-2021,-43,-12,-14,-41,-38,15
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,09-02-2021,-41,-3,6,-40,-37,16
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,10-02-2021,-40,-4,-6,-41,-34,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,11-02-2021,-42,1,0,-41,-35,16
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,12-02-2021,-44,2,-5,-40,-34,16
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,13-02-2021,-37,1,26,-32,-13,10
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,14-02-2021,-43,-4,43,-32,-9,7
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,15-02-2021,-33,-6,-7,-45,-45,15
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,16-02-2021,-29,2,39,-40,-44,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,17-02-2021,-32,-3,36,-38,-40,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,18-02-2021,-37,-1,2,-43,-43,16
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,19-02-2021,-38,6,43,-37,-42,16
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,20-02-2021,-37,1,92,-19,-10,8
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,21-02-2021,-38,9,126,-12,-5,3
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,22-02-2021,-32,0,27,-32,-26,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,23-02-2021,-30,5,55,-29,-26,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,24-02-2021,-27,4,92,-24,-24,9
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,25-02-2021,-35,5,26,-30,-25,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,26-02-2021,-37,10,27,-28,-23,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,27-02-2021,-37,4,27,-26,-7,9
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,28-02-2021,-40,6,81,-18,-4,5
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,01-03-2021,-30,4,25,-31,-25,10
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,02-03-2021,-28,7,63,-28,-25,10
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,03-03-2021,-27,5,56,-26,-24,9
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,04-03-2021,-40,2,-20,-36,-26,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,05-03-2021,-37,11,19,-28,-23,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,06-03-2021,-34,6,41,-25,-7,9
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,07-03-2021,-41,5,53,-24,-4,6
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,08-03-2021,-28,5,26,-31,-26,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,09-03-2021,-33,4,3,-33,-26,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,10-03-2021,-32,3,4,-32,-24,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,11-03-2021,-39,2,-14,-34,-25,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,12-03-2021,-42,7,-8,-32,-24,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,13-03-2021,-40,3,-20,-35,-9,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,14-03-2021,-48,-3,3,-34,-6,8
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,15-03-2021,-33,1,3,-33,-26,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,16-03-2021,-36,2,-10,-34,-26,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,17-03-2021,-34,2,-1,-32,-24,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,18-03-2021,-38,4,-4,-32,-24,13
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,19-03-2021,-37,10,32,-27,-23,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,20-03-2021,-36,4,56,-23,-6,9
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,21-03-2021,-46,1,21,-31,-6,7
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,22-03-2021,-32,3,17,-32,-25,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,23-03-2021,-29,7,49,-29,-25,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,24-03-2021,-21,9,66,-25,-24,10
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,25-03-2021,-26,12,23,-29,-25,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,26-03-2021,-29,14,28,-26,-24,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,27-03-2021,-52,-1,22,-34,-9,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,28-03-2021,-49,-6,62,-25,-7,7
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,29-03-2021,-35,-5,108,-46,-41,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,30-03-2021,-29,13,155,-31,-37,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,31-03-2021,-31,9,132,-30,-37,10
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,01-04-2021,-34,14,84,-36,-38,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,02-04-2021,-41,17,38,-39,-39,16
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,03-04-2021,-43,13,43,-31,-12,9
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,04-04-2021,-48,-3,47,-31,-8,6
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,05-04-2021,-65,-58,25,-65,-82,26
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,06-04-2021,-35,18,15,-48,-49,17
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,07-04-2021,-39,5,19,-45,-46,15
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,08-04-2021,-33,14,72,-40,-46,16
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,09-04-2021,-39,11,78,-38,-45,16
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,10-04-2021,-51,0,-24,-43,-15,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,11-04-2021,-50,-1,23,-34,-9,7
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,12-04-2021,-30,5,45,-41,-43,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,13-04-2021,-29,12,95,-38,-43,14
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,14-04-2021,-33,4,69,-37,-41,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,15-04-2021,-35,11,65,-39,-42,15
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,16-04-2021,-40,11,76,-37,-41,15
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,17-04-2021,-42,4,83,-26,-7,9
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,18-04-2021,-38,11,96,-19,-1,5
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,19-04-2021,-34,6,36,-29,-24,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,20-04-2021,-31,11,71,-26,-24,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,21-04-2021,-31,8,63,-25,-23,10
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,22-04-2021,-35,11,58,-27,-23,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,23-04-2021,-39,15,72,-24,-22,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,24-04-2021,-39,9,84,-22,-3,8
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,25-04-2021,-38,14,87,-18,0,5
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,26-04-2021,-22,9,62,-25,-24,10
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,27-04-2021,-21,13,91,-24,-23,10
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,28-04-2021,-20,12,79,-21,-22,9
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,29-04-2021,-29,18,12,-28,-23,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,30-04-2021,-26,36,46,-25,-27,12
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,01-05-2021,-56,-40,76,-27,-24,10
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,02-05-2021,-35,25,58,-19,-1,5
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,03-05-2021,-13,25,46,-25,-27,10
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,04-05-2021,-24,17,7,-27,-24,11
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,05-05-2021,-19,17,27,-23,-22,10
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,06-05-2021,-24,18,18,-25,-22,11
